	rank	word	count	frequency
709	212	consider	20	0.00016126691286748698
710	212	required	20	0.00016126691286748698
711	212	eldest	20	0.00016126691286748698
712	212	eager	20	0.00016126691286748698
713	212	_you_	20	0.00016126691286748698
714	212	forward	20	0.00016126691286748698
715	212	times	20	0.00016126691286748698
716	212	enjoyment	20	0.00016126691286748698
717	212	friendship	20	0.00016126691286748698
718	212	particulars	20	0.00016126691286748698
719	212	inquiry	20	0.00016126691286748698
720	212	letters	20	0.00016126691286748698
721	212	On	20	0.00016126691286748698
722	212	smallest	20	0.00016126691286748698
723	212	walk	20	0.00016126691286748698
724	212	elegance	20	0.00016126691286748698
725	212	above	20	0.00016126691286748698
726	212	delighted	20	0.00016126691286748698
727	212	seem	20	0.00016126691286748698
728	212	soul	20	0.00016126691286748698
729	212	unhappy	20	0.00016126691286748698
730	212	compassion	20	0.00016126691286748698
731	212	information	20	0.00016126691286748698
732	212	thus	20	0.00016126691286748698
733	212	lost	20	0.00016126691286748698
734	213	estate	19	0.00015320356722411263
735	213	age	19	0.00015320356722411263
736	213	companion	19	0.00015320356722411263
737	213	quiet	19	0.00015320356722411263
738	213	difference	19	0.00015320356722411263
739	213	breakfast	19	0.00015320356722411263
